"","date","pm10_max"
"1150",2020-12-03,132
"1151",2020-12-04,144
"1152",2020-12-05,122
"1153",2020-12-06,124
"1154",2020-12-07,103
"1155",2020-12-08,103
"1156",2020-12-09,138
"1157",2020-12-10,125
"1158",2020-12-11,160
"1159",2020-12-12,219
"1160",2020-12-13,123
"1161",2020-12-14,118
"1162",2020-12-15,154
"1163",2020-12-16,137
"1164",2020-12-17,233
"1165",2020-12-18,184
"1166",2020-12-19,159
"1167",2020-12-20,126
"1168",2020-12-21,136
"1169",2020-12-22,221
"1170",2020-12-23,211
"1171",2020-12-24,238
"1172",2020-12-25,114
"1173",2020-12-26,117
"1174",2020-12-27,162
"1175",2020-12-28,318
"1176",2020-12-29,204
"1177",2020-12-30,333
"1178",2020-12-31,313
"1179",2021-01-01,404
"1180",2021-01-02,136
"1181",2021-01-03,169
"1182",2021-01-04,216
"1183",2021-01-05,236
"1184",2021-01-06,182
"1185",2021-01-07,122
"1186",2021-01-08,176
"1187",2021-01-09,179
"1188",2021-01-10,91
"1189",2021-01-11,155
"1190",2021-01-12,191
"1191",2021-01-13,189
"1192",2021-01-14,140
"1193",2021-01-15,216
"1194",2021-01-16,220
"1195",2021-01-17,76
"1196",2021-01-18,95
"1197",2021-01-19,209
"1198",2021-01-20,147
"1199",2021-01-21,147
"1200",2021-01-22,268
"1201",2021-01-23,172
"1202",2021-01-24,133
"1203",2021-01-25,183
"1204",2021-01-26,202
"1205",2021-01-27,661
"1206",2021-01-28,123
"1207",2021-01-29,136
"1208",2021-01-30,158
"1209",2021-01-31,166
"1210",2021-02-01,97
"1211",2021-02-02,135
"1212",2021-02-03,146
"1213",2021-02-04,254
"1214",2021-02-05,173
"1215",2021-02-06,272
"1216",2021-02-07,131
"1217",2021-02-08,126
"1218",2021-02-09,137
"1219",2021-02-10,115
"1220",2021-02-11,127
"1221",2021-02-12,122
"1222",2021-02-13,175
"1223",2021-02-14,158
"1224",2021-02-15,262
"1225",2021-02-16,233
"1226",2021-02-17,171
"1227",2021-02-18,155
"1228",2021-02-19,223
"1229",2021-02-20,197
"1230",2021-02-21,166
"1231",2021-02-22,221
"1232",2021-02-23,188
"1233",2021-02-24,382
"1234",2021-02-25,244
"1235",2021-02-26,310
"1236",2021-02-27,255
"1237",2021-02-28,192
"1238",2021-03-01,388
"1239",2021-03-02,157
"1240",2021-03-03,204
"1241",2021-03-04,150
"1242",2021-03-05,179
"1243",2021-03-06,182
"1244",2021-03-07,378
"1245",2021-03-08,137
"1246",2021-03-09,342
"1247",2021-03-10,155
"1248",2021-03-11,234
"1249",2021-03-12,180
"1250",2021-03-13,176
"1251",2021-03-14,302
"1252",2021-03-15,159
"1253",2021-03-16,269
"1254",2021-03-17,264
"1255",2021-03-18,364
"1256",2021-03-19,163
"1257",2021-03-20,136
"1258",2021-03-21,111
"1259",2021-03-22,171
"1260",2021-03-23,200
"1261",2021-03-24,362
"1262",2021-03-25,240
"1263",2021-03-26,235
"1264",2021-03-27,188
"1265",2021-03-28,982
"1266",2021-03-29,138
"1267",2021-03-30,197
"1268",2021-03-31,412
"1269",2021-04-01,266
"1270",2021-04-02,139
"1271",2021-04-03,219
"1272",2021-04-04,114
"1273",2021-04-05,171
"1274",2021-04-06,241
"1275",2021-04-07,189
"1276",2021-04-08,210
"1277",2021-04-09,253
"1278",2021-04-10,224
"1279",2021-04-11,124
"1280",2021-04-12,200
"1281",2021-04-13,392
"1282",2021-04-14,223
"1283",2021-04-15,122
"1284",2021-04-16,174
"1285",2021-04-17,233
"1286",2021-04-18,232
"1287",2021-04-19,209
"1288",2021-04-20,272
"1289",2021-04-21,501
