date,Trafico,,,,,
4/2/2018,40.42805704,,,,,
4/3/2018,40.25042376,,,,,
4/4/2018,42.68139381,,,,,
4/5/2018,27.78973165,,,,,
4/6/2018,26.77118026,,,,,
4/7/2018,47.76983484,,,,,
4/8/2018,28.13494777,,,,,
4/9/2018,46.56263314,,,,,
4/10/2018,23.35290858,,,,,
4/11/2018,31.21276521,,,,,
4/12/2018,23.14454572,,,,,
4/13/2018,30.86937619,,,,,
4/14/2018,33.14338361,,,,,
4/15/2018,22.9100448,,,,,
4/16/2018,37.2054314,,,,,
4/17/2018,30.70098349,,,,,
4/18/2018,46.71294823,,,,,
4/19/2018,38.64458787,,,,,
4/20/2018,38.13467593,,,,,
4/21/2018,50.1820808,,,,,
4/22/2018,40.32899253,,,,,
4/23/2018,37.83520512,,,,,
4/24/2018,25.76857278,,,,,
4/25/2018,25.23691591,,,,,
4/26/2018,35.48371738,,,,,
4/27/2018,39.1116133,,,,,
4/28/2018,21.23213441,,,,,
4/29/2018,22.28143185,,,,,
4/30/2018,47.39084432,,,,,
5/1/2018,23.66399689,,,,,
5/2/2018,18.89250267,,,,,
5/3/2018,41.30208999,,,,,
5/4/2018,25.09212052,,,,,
5/5/2018,21.82049091,,,,,
5/6/2018,25.64820005,,,,,
5/7/2018,14.07724615,,,,,
5/8/2018,21.58690088,,,,,
5/9/2018,20.22212329,,,,,
5/10/2018,17.50944239,,,,,
5/11/2018,28.00497779,,,,,
5/12/2018,17.837543,,,,,
5/13/2018,22.78834066,,,,,
5/14/2018,22.5924263,,,,,
5/15/2018,28.9632571,,,,,
5/16/2018,26.29879343,,,,,
5/17/2018,23.67374588,,,,,
5/18/2018,34.46246428,,,,,
5/19/2018,44.97714037,,,,,
5/20/2018,19.34703766,,,,,
5/21/2018,24.83770013,,,,,
5/22/2018,21.36605612,,,,,
5/23/2018,39.57713307,,,,,
5/24/2018,34.51159578,,,,,
5/25/2018,29.37077737,,,,,
5/26/2018,39.82679805,,,,,
5/27/2018,24.29955654,,,,,
5/28/2018,32.56126862,,,,,
5/29/2018,31.87420979,,,,,
5/30/2018,51.45639184,,,,,
5/31/2018,25.42518733,,,,,
6/1/2018,31.71196858,,,,,
6/2/2018,28.4720117,,,,,
6/3/2018,27.06130379,,,,,
6/4/2018,27.80428002,,,,,
6/5/2018,32.72463093,,,,,
6/6/2018,33.94063787,,,,,
6/7/2018,47.38318272,,,,,
6/8/2018,16.34207262,,,,,
6/9/2018,25.1049359,,,,,
6/10/2018,33.03079415,,,,,
6/11/2018,30.96720246,,,,,
6/12/2018,23.62379374,,,,,
6/13/2018,21.31046369,,,,,
6/14/2018,27.41277432,,,,,
6/15/2018,13.03716781,,,,,
6/16/2018,26.09210142,,,,,
6/17/2018,19.85856586,,,,,
6/18/2018,11.64154698,,,,,
6/19/2018,25.63966963,,,,,
6/20/2018,21.13758164,,,,,
6/21/2018,17.5625961,,,,,
6/22/2018,11.64892993,,,,,
6/23/2018,18.45403513,,,,,
6/24/2018,17.63685227,,,,,
6/25/2018,28.60136627,,,,,
6/26/2018,21.97217845,,,,,
6/27/2018,17.02475324,,,,,
6/28/2018,16.03870584,,,,,
6/29/2018,29.43904512,,,,,
6/30/2018,27.59033839,,,,,
7/1/2018,23.4351675,,,,,
7/2/2018,28.21261553,,,,,
7/3/2018,29.78978421,,,,,
7/4/2018,25.54125142,,,,,
7/5/2018,25.64800929,,,,,
7/6/2018,15.85131535,,,,,
7/7/2018,25.05833299,,,,,
7/8/2018,20.39683826,,,,,
7/9/2018,27.32980183,,,,,
7/10/2018,21.05118273,,,,,
7/11/2018,25.96782626,,,,,
7/12/2018,24.83181577,,,,,
7/13/2018,25.76250729,,,,,
7/14/2018,18.28968246,,,,,
7/15/2018,25.16325446,,,,,
7/16/2018,31.73060257,,,,,
7/17/2018,22.06387942,,,,,
7/18/2018,20.32409821,,,,,
7/19/2018,33.72919846,,,,,
7/20/2018,26.78916795,,,,,
7/21/2018,20.94310254,,,,,
7/22/2018,25.78555668,,,,,
7/23/2018,33.16210221,,,,,
7/24/2018,36.02480792,,,,,
7/25/2018,16.52927449,,,,,
7/26/2018,23.25889431,,,,,
7/27/2018,21.10925271,,,,,
7/28/2018,22.09877198,,,,,
7/29/2018,26.30706018,,,,,
7/30/2018,18.61058937,,,,,
7/31/2018,28.51830804,,,,,
8/1/2018,20.9055187,,,,,
8/2/2018,23.36875005,,,,,
8/3/2018,21.00261111,,,,,
8/4/2018,19.24494065,,,,,
8/5/2018,19.3454633,,,,,
8/6/2018,19.31455162,,,,,
8/7/2018,29.84722241,,,,,
8/8/2018,21.3684677,,,,,
8/9/2018,24.54434434,,,,,
8/10/2018,30.83293254,,,,,
8/11/2018,28.79411884,,,,,
8/12/2018,12.1342473,,,,,
8/13/2018,26.40365771,,,,,
8/14/2018,24.94551843,,,,,
8/15/2018,29.07111804,,,,,
8/16/2018,26.70980506,,,,,
8/17/2018,18.44417132,,,,,
8/18/2018,21.04137798,,,,,
8/19/2018,12.56962151,,,,,
8/20/2018,16.73562657,,,,,
8/21/2018,11.7684657,,,,,
8/22/2018,13.22376984,,,,,
8/23/2018,27.42456769,,,,,
8/24/2018,20.86855776,,,,,
8/25/2018,26.98266587,,,,,
8/26/2018,22.68173512,,,,,
8/27/2018,19.11695553,,,,,
8/28/2018,13.03997623,,,,,
8/29/2018,16.30875445,,,,,
8/30/2018,25.11346518,,,,,
8/31/2018,22.43488624,,,,,
9/1/2018,16.19002868,,,,,
9/2/2018,21.20088478,,,,,
9/3/2018,20.62607018,,,,,
9/4/2018,20.90432877,,,,,
9/5/2018,24.36079581,,,,,
9/6/2018,13.72371136,,,,,
9/7/2018,15.33389,,,,,
9/8/2018,25.43449199,,,,,
9/9/2018,18.5299977,,,,,
9/10/2018,25.62637412,,,,,
9/11/2018,30.70908573,,,,,
9/12/2018,42.53286121,,,,,
9/13/2018,19.81718404,,,,,
9/14/2018,31.94433607,,,,,
9/15/2018,23.02063179,,,,,
9/16/2018,23.31382988,,,,,
9/17/2018,26.23224434,,,,,
9/18/2018,26.87256834,,,,,
9/19/2018,19.90510178,,,,,
9/20/2018,23.62302691,,,,,
9/21/2018,36.67952488,,,,,
9/22/2018,20.80495331,,,,,
9/23/2018,24.30453025,,,,,
9/24/2018,19.87915229,,,,,
9/25/2018,16.17674935,,,,,
9/26/2018,19.03485237,,,,,
9/27/2018,25.35394449,,,,,
9/28/2018,15.6676805,,,,,
9/29/2018,29.02815155,,,,,
9/30/2018,23.39071169,,,,,
10/1/2018,27.35207024,,,,,
10/2/2018,25.83593668,,,,,
10/3/2018,23.26650642,,,,,
10/4/2018,26.23553028,,,,,
10/5/2018,28.58345987,,,,,
10/6/2018,21.7447921,,,,,
10/7/2018,16.86487109,,,,,
10/8/2018,30.02591537,,,,,
10/9/2018,22.67463722,,,,,
10/10/2018,26.27137983,,,,,
10/11/2018,22.82276467,,,,,
10/12/2018,14.19492701,,,,,
10/13/2018,32.15229746,,,,,
10/14/2018,18.90652516,,,,,
10/15/2018,19.01750536,,,,,
10/16/2018,26.13504435,,,,,
10/17/2018,28.43493587,,,,,
10/18/2018,21.30518667,,,,,
10/19/2018,18.6551863,,,,,
10/20/2018,21.13576789,,,,,
10/21/2018,20.95036416,,,,,
10/22/2018,23.30713375,,,,,
10/23/2018,20.54568559,,,,,
10/24/2018,43.39121997,,,,,
10/25/2018,52.46980435,,,,,
10/26/2018,38.4868655,,,,,
10/27/2018,20.98617905,,,,,
10/28/2018,26.8647508,,,,,
10/29/2018,33.13195969,,,,,
10/30/2018,21.25810915,,,,,
10/31/2018,20.24422119,,,,,
11/1/2018,32.77873325,,,,,
11/2/2018,17.74243099,,,,,
11/3/2018,25.70589174,,,,,
11/4/2018,14.75556932,,,,,
11/5/2018,30.52477736,,,,,
11/6/2018,43.15201127,,,,,
11/7/2018,42.18805471,,,,,
11/8/2018,45.49159823,,,,,
11/9/2018,35.74145317,,,,,
11/10/2018,18.66784047,,,,,
11/11/2018,32.63270995,,,,,
11/12/2018,26.74993685,,,,,
11/13/2018,33.52896114,,,,,
11/14/2018,17.24694012,,,,,
11/15/2018,37.80862135,,,,,
11/16/2018,39.83148784,,,,,
11/17/2018,32.33848748,,,,,
11/18/2018,25.82663075,,,,,
11/19/2018,23.34188485,,,,,
11/20/2018,65.25249799,,,,,
11/21/2018,46.7670702,,,,,
11/22/2018,45.48363252,,,,,
11/23/2018,46.56712283,,,,,
11/24/2018,46.76430136,,,,,
11/25/2018,29.8572936,,,,,
11/26/2018,35.90367351,,,,,
11/27/2018,28.2291828,,,,,
11/28/2018,19.96809085,,,,,
11/29/2018,25.53598789,,,,,
11/30/2018,17.37615404,,,,,
12/1/2018,21.28222334,,,,,
12/2/2018,24.40424834,,,,,
12/3/2018,47.51892992,,,,,
12/4/2018,39.46203831,,,,,
12/5/2018,24.97502139,,,,,
12/6/2018,44.47369388,,,,,
12/7/2018,26.62891628,,,,,
12/8/2018,51.09811259,,,,,
12/9/2018,22.86746491,,,,,
12/10/2018,26.43831615,,,,,
12/11/2018,24.9021193,,,,,
12/12/2018,40.65586577,,,,,
12/13/2018,31.78137806,,,,,
12/14/2018,22.018586,,,,,
12/15/2018,28.04168331,,,,,
12/16/2018,26.41662341,,,,,
12/17/2018,51.25085613,,,,,
12/18/2018,42.74368081,,,,,
12/19/2018,25.09235463,,,,,
12/20/2018,46.19855052,,,,,
12/21/2018,44.99066897,,,,,
12/22/2018,45.06290301,,,,,
12/23/2018,43.41888024,,,,,
12/24/2018,57.20148641,,,,,
12/25/2018,64.00905992,,,,,
12/26/2018,46.50153844,,,,,
12/27/2018,46.77947513,,,,,
12/28/2018,28.37455179,,,,,
12/29/2018,22.70208667,,,,,
12/30/2018,37.60899083,,,,,
12/31/2018,47.99663092,,,,,
1/1/2019,44.81900194,,,,,
1/2/2019,48.86729984,,,,,
1/3/2019,45.52517863,,,,,
1/4/2019,52.67180513,,,,,
1/5/2019,39.51375734,,,,,
1/6/2019,40.7803603,,,,,
1/7/2019,48.03246752,,,,,
1/8/2019,41.83102874,,,,,
1/9/2019,37.94764837,,,,,
1/10/2019,22.03722295,,,,,
1/11/2019,26.86681321,,,,,
1/12/2019,28.27488181,,,,,
1/13/2019,26.92832556,,,,,
1/14/2019,27.10822008,,,,,
1/15/2019,35.80044432,,,,,
1/16/2019,34.66619507,,,,,
1/17/2019,45.15167446,,,,,
1/18/2019,24.22365927,,,,,
1/19/2019,34.93581659,,,,,
1/20/2019,20.37871987,,,,,
1/21/2019,52.5850085,,,,,
1/22/2019,51.69947461,,,,,
1/23/2019,51.95830941,,,,,
1/24/2019,50.76609767,,,,,
1/25/2019,49.20681114,,,,,
1/26/2019,29.13544893,,,,,
1/27/2019,23.75512087,,,,,
1/28/2019,26.57161863,,,,,
1/29/2019,42.7550811,,,,,
1/30/2019,52.29040958,,,,,
1/31/2019,35.6540119,,,,,
2/1/2019,54.8133469,,,,,
2/2/2019,50.46687975,,,,,
2/3/2019,25.40405541,,,,,
2/4/2019,27.26844386,,,,,
2/5/2019,61.68184289,,,,,
2/6/2019,45.46592914,,,,,
2/7/2019,49.69638434,,,,,
2/8/2019,21.8812417,,,,,
2/9/2019,44.7567367,,,,,
2/10/2019,24.35211208,,,,,
2/11/2019,52.18567531,,,,,
2/12/2019,42.34798156,,,,,
2/13/2019,25.94852199,,,,,
2/14/2019,27.27175504,,,,,
2/15/2019,41.52689338,,,,,
2/16/2019,48.93840457,,,,,
2/17/2019,23.60979071,,,,,
2/18/2019,45.30772648,,,,,
2/19/2019,47.24067734,,,,,
2/20/2019,43.73837457,,,,,
2/21/2019,42.14560593,,,,,
2/22/2019,48.99986726,,,,,
2/23/2019,38.46548897,,,,,
2/24/2019,32.16559155,,,,,
2/25/2019,20.74100529,,,,,
2/26/2019,36.02516844,,,,,
2/27/2019,45.19893439,,,,,
2/28/2019,44.0918073,,,,,
3/1/2019,50.90814653,,,,,
3/2/2019,33.45958909,,,,,
3/3/2019,32.44854182,,,,,
3/4/2019,59.17704852,,,,,
3/5/2019,45.3727642,,,,,
3/6/2019,30.94466808,,,,,
3/7/2019,34.17633963,,,,,
3/8/2019,38.47662848,,,,,
3/9/2019,36.17205202,,,,,
3/10/2019,25.66390629,,,,,
3/11/2019,51.5278971,,,,,
3/12/2019,53.21483605,,,,,
3/13/2019,31.21328033,,,,,
3/14/2019,45.98900171,,,,,
3/15/2019,43.36134315,,,,,
3/16/2019,28.76889467,,,,,
3/17/2019,29.05640219,,,,,
3/18/2019,18.68794306,,,,,
3/19/2019,26.44273688,,,,,
3/20/2019,37.97466259,,,,,
3/21/2019,29.51782581,,,,,
3/22/2019,25.20755234,,,,,
3/23/2019,29.25619111,,,,,
3/24/2019,32.56074065,,,,,
3/25/2019,47.67563574,,,,,
3/26/2019,25.77125004,,,,,
3/27/2019,33.91553029,,,,,
3/28/2019,27.12589777,,,,,
3/29/2019,42.42745057,,,,,
3/30/2019,31.04586012,,,,,
3/31/2019,47.41538829,,,,,
4/1/2019,33.60598288,,,,,
4/2/2019,22.10238025,,,,,
4/3/2019,33.42826316,,,,,
4/4/2019,22.60723379,,,,,
4/5/2019,33.72174465,,,,,
4/6/2019,27.58655865,,,,,
4/7/2019,24.06133597,,,,,
4/8/2019,30.62907623,,,,,
4/9/2019,44.71030624,,,,,
4/10/2019,32.00142809,,,,,
4/11/2019,25.26093785,,,,,
4/12/2019,44.44342455,,,,,
4/13/2019,25.39033661,,,,,
4/14/2019,29.80969806,,,,,
4/15/2019,30.11437758,,,,,
4/16/2019,46.21122241,,,,,
4/17/2019,41.10094847,,,,,
4/18/2019,38.36125707,,,,,
4/19/2019,24.22555616,,,,,
4/20/2019,36.2890881,,,,,
4/21/2019,34.09195271,,,,,
4/22/2019,43.03684891,,,,,
4/23/2019,46.92245312,,,,,
4/24/2019,23.9506931,,,,,
4/25/2019,51.38833223,,,,,
4/26/2019,45.4502023,,,,,
4/27/2019,29.72808531,,,,,
4/28/2019,38.23766202,,,,,
4/29/2019,27.24989136,,,,,
4/30/2019,32.87252289,,,,,
5/1/2019,25.44087032,,,,,
5/2/2019,44.68617672,,,,,
5/3/2019,23.13087946,,,,,
5/4/2019,24.23961412,,,,,
5/5/2019,17.48242306,,,,,
5/6/2019,28.02093277,,,,,
5/7/2019,32.00275796,,,,,
5/8/2019,39.80683606,,,,,
5/9/2019,41.60712012,,,,,
5/10/2019,49.43267727,,,,,
5/11/2019,41.23207305,,,,,
5/12/2019,41.90265765,,,,,
5/13/2019,46.38572172,,,,,
5/14/2019,48.0361823,,,,,
5/15/2019,58.11946904,,,,,
5/16/2019,61.64351802,,,,,
5/17/2019,28.31505511,,,,,
5/18/2019,20.13191132,,,,,
5/19/2019,28.04820573,,,,,
5/20/2019,22.0602871,,,,,
5/21/2019,55.76069447,,,,,
5/22/2019,41.83108242,,,,,
5/23/2019,44.44949292,,,,,
5/24/2019,45.65673129,,,,,
5/25/2019,40.81271793,,,,,
5/26/2019,20.87929043,,,,,
5/27/2019,29.28637035,,,,,
5/28/2019,26.27259332,,,,,
5/29/2019,48.30542499,,,,,
5/30/2019,45.1355561,,,,,
5/31/2019,33.3229453,,,,,
6/1/2019,16.57139436,,,,,
6/2/2019,25.9063169,,,,,
6/3/2019,21.96187185,,,,,
6/4/2019,18.43320069,,,,,
6/5/2019,21.25728212,,,,,
6/6/2019,26.46943455,,,,,
6/7/2019,27.49204427,,,,,
6/8/2019,27.46242307,,,,,
6/9/2019,25.02540293,,,,,
6/10/2019,29.31841071,,,,,
6/11/2019,15.22247304,,,,,
6/12/2019,18.01859521,,,,,
6/13/2019,18.97055428,,,,,
6/14/2019,16.48147259,,,,,
6/15/2019,23.48079023,,,,,
6/16/2019,33.04358089,,,,,
6/17/2019,22.76637167,,,,,
6/18/2019,36.19344757,,,,,
6/19/2019,32.93207585,,,,,
6/20/2019,17.23908017,,,,,
6/21/2019,24.53255985,,,,,
6/22/2019,29.1037889,,,,,
6/23/2019,26.76499225,,,,,
6/24/2019,27.38560481,,,,,
6/25/2019,24.40300692,,,,,
6/26/2019,30.90911063,,,,,
6/27/2019,14.44953925,,,,,
6/28/2019,19.73721224,,,,,
6/29/2019,26.48635001,,,,,
6/30/2019,15.53526679,,,,,
7/1/2019,21.92859025,,,,,
7/2/2019,26.52785416,,,,,
7/3/2019,18.22137109,,,,,
7/4/2019,20.87509068,,,,,
7/5/2019,26.78835801,,,,,
7/6/2019,25.44240338,,,,,
7/7/2019,27.68883778,,,,,
7/8/2019,37.25758144,,,,,
7/9/2019,15.96859079,,,,,
7/10/2019,26.88235627,,,,,
7/11/2019,20.21523997,,,,,
7/12/2019,18.63751234,,,,,
7/13/2019,19.82123177,,,,,
7/14/2019,20.30658643,,,,,
7/15/2019,21.24560695,,,,,
7/16/2019,21.28601903,,,,,
7/17/2019,19.30488253,,,,,
7/18/2019,32.40247911,,,,,
7/19/2019,21.80235804,,,,,
7/20/2019,12.95533114,,,,,
7/21/2019,25.22335819,,,,,
7/22/2019,25.95347029,,,,,
7/23/2019,21.08552597,,,,,
7/24/2019,21.02013929,,,,,
7/25/2019,20.72293505,,,,,
7/26/2019,23.37952917,,,,,
7/27/2019,14.15949412,,,,,
7/28/2019,16.93393338,,,,,
7/29/2019,17.33975725,,,,,
7/30/2019,15.62054776,,,,,
7/31/2019,23.35101453,,,,,
8/1/2019,23.28692283,,,,,
8/2/2019,26.30598453,,,,,
8/3/2019,24.12228441,,,,,
8/4/2019,18.86725504,,,,,
8/5/2019,18.02699712,,,,,
8/6/2019,14.01581541,,,,,
8/7/2019,25.57263444,,,,,
8/8/2019,24.83708113,,,,,
8/9/2019,28.52404265,,,,,
8/10/2019,17.24320698,,,,,
8/11/2019,12.35139098,,,,,
8/12/2019,22.99665718,,,,,
8/13/2019,34.61195916,,,,,
8/14/2019,30.48862661,,,,,
8/15/2019,26.24619883,,,,,
8/16/2019,25.2213528,,,,,
8/17/2019,19.41653172,,,,,
8/18/2019,19.5782092,,,,,
8/19/2019,10.97627665,,,,,
8/20/2019,21.24230202,,,,,
8/21/2019,31.97666492,,,,,
8/22/2019,20.01575259,,,,,
8/23/2019,15.51226604,,,,,
8/24/2019,21.92644735,,,,,
8/25/2019,20.68262154,,,,,
8/26/2019,18.17089364,,,,,
8/27/2019,21.63188037,,,,,
8/28/2019,25.13075744,,,,,
8/29/2019,24.07998377,,,,,
8/30/2019,30.72711996,,,,,
8/31/2019,17.70380378,,,,,
9/1/2019,16.73741172,,,,,
9/2/2019,10.07985716,,,,,
9/3/2019,17.51108727,,,,,
9/4/2019,41.81553852,,,,,
9/5/2019,23.16206661,,,,,
9/6/2019,22.46998076,,,,,
9/7/2019,22.48040418,,,,,
9/8/2019,24.99254483,,,,,
9/9/2019,19.28896284,,,,,
9/10/2019,22.3056223,,,,,
9/11/2019,10.24889654,,,,,
9/12/2019,17.30659727,,,,,
9/13/2019,19.28683137,,,,,
9/14/2019,19.17292933,,,,,
9/15/2019,16.89560996,,,,,
9/16/2019,23.8836549,,,,,
9/17/2019,12.71674528,,,,,
9/18/2019,19.44534361,,,,,
9/19/2019,13.09599188,,,,,
9/20/2019,24.38212335,,,,,
9/21/2019,13.15895221,,,,,
9/22/2019,22.04630642,,,,,
9/23/2019,28.7653579,,,,,
9/24/2019,20.53689174,,,,,
9/25/2019,21.9862004,,,,,
9/26/2019,16.90628281,,,,,
9/27/2019,17.41953324,,,,,
9/28/2019,25.35336653,,,,,
9/29/2019,12.23705548,,,,,
9/30/2019,24.0166726,,,,,
10/1/2019,17.91884889,,,,,
10/2/2019,19.45955241,,,,,
10/3/2019,29.5842742,,,,,
10/4/2019,23.34085861,,,,,
10/5/2019,15.95696635,,,,,
10/6/2019,17.4831296,,,,,
10/7/2019,20.62344112,,,,,
10/8/2019,24.5817201,,,,,
10/9/2019,33.55154263,,,,,
10/10/2019,15.6450732,,,,,
10/11/2019,18.91860674,,,,,
10/12/2019,24.56641723,,,,,
10/13/2019,19.27869946,,,,,
10/14/2019,31.76173432,,,,,
10/15/2019,23.77248573,,,,,
10/16/2019,17.06627708,,,,,
10/17/2019,23.25740613,,,,,
10/18/2019,15.43485642,,,,,
10/19/2019,21.18778422,,,,,
10/20/2019,20.12013077,,,,,
10/21/2019,27.06716376,,,,,
10/22/2019,15.94033784,,,,,
10/23/2019,20.97991331,,,,,
10/24/2019,19.00517143,,,,,
10/25/2019,14.86942292,,,,,
10/26/2019,15.64729847,,,,,
10/27/2019,19.6909142,,,,,
10/28/2019,23.87834241,,,,,
10/29/2019,15.58115459,,,,,
10/30/2019,28.95486609,,,,,
10/31/2019,10.0223704,,,,,
11/1/2019,21.88943121,,,,,
11/2/2019,21.82792689,,,,,
11/3/2019,26.58248303,,,,,
11/4/2019,28.31906909,,,,,
11/5/2019,39.33432605,,,,,
11/6/2019,23.58039217,,,,,
11/7/2019,30.95860954,,,,,
11/8/2019,18.2626284,,,,,
11/9/2019,22.09162418,,,,,
11/10/2019,30.35244783,,,,,
11/11/2019,47.46723983,,,,,
11/12/2019,23.64935021,,,,,
11/13/2019,30.25260905,,,,,
11/14/2019,18.04194794,,,,,
11/15/2019,19.89193913,,,,,
11/16/2019,26.41898112,,,,,
11/17/2019,29.24455834,,,,,
11/18/2019,27.10627308,,,,,
11/19/2019,29.6488705,,,,,
11/20/2019,38.93393632,,,,,
11/21/2019,35.64310312,,,,,
11/22/2019,30.03393586,,,,,
11/23/2019,29.79984522,,,,,
11/24/2019,29.10627245,,,,,
11/25/2019,30.12356302,,,,,
